
Sample interval:	0.033333
Number of data channels:	1
Number of samples per data channel:	342000
Data trace 1	
	
84.838867	
86.669922	
91.247559	
86.669922	
90.637207	
85.754395	
86.059570	
86.364746	
86.669922	
86.364746	
87.280273	
86.059570	
86.975098	
86.975098	
86.975098	
86.669922	
86.669922	
85.754395	
86.975098	
86.669922	
86.669922	
86.364746	
86.669922	
86.669922	
86.669922	
85.449219	
86.975098	
86.975098	
86.364746	
84.838867	
86.669922	
86.364746	
86.059570	
85.449219	
86.669922	
85.449219	
86.364746	
85.449219	
86.669922	
84.838867	
86.059570	
84.533691	
85.754395	
86.364746	
86.975098	
88.195801	
86.669922	
89.111328	
86.364746	
85.144043	
86.669922	
86.669922	
86.059570	
87.890625	
86.364746	
84.838867	
86.669922	
89.111328	
86.364746	
89.416504	
86.364746	
89.111328	
86.364746	
90.942383	
86.364746	
80.871582	
86.059570	
86.059570	
86.669922	
86.059570	
86.364746	
86.364746	
86.364746	
85.754395	
86.059570	
85.754395	
86.059570	
85.754395	
86.669922	
86.364746	
86.059570	
86.059570	
86.059570	
86.059570	
86.364746	
86.059570	
86.059570	
86.059570	
85.449219	
85.754395	
86.364746	
86.364746	
85.449219	
86.059570	
85.754395	
85.449219	
86.059570	
85.144043	
86.669922	
86.364746	
85.449219	
86.059570	
86.364746	
85.449219	
85.449219	
86.059570	
85.449219	
86.059570	
83.923340	
86.059570	
86.364746	
86.059570	
87.890625	
86.364746	
87.890625	
85.754395	
89.111328	
85.754395	
82.702637	
85.754395	
83.312988	
85.449219	
88.806152	
86.059570	
76.904297	
86.364746	
85.754395	
85.754395	
86.059570	
85.449219	
86.364746	
86.059570	
86.669922	
85.754395	
86.669922	
86.364746	
86.669922	
86.975098	
86.364746	
86.059570	
86.669922	
86.364746	
86.975098	
87.280273	
86.975098	
85.144043	
86.059570	
84.838867	
86.975098	
85.449219	
86.669922	
87.280273	
86.059570	
86.364746	
85.754395	
86.669922	
86.975098	
84.838867	
86.669922	
87.585449	
86.975098	
86.059570	
86.669922	
86.364746	
86.059570	
86.364746	
86.669922	
86.669922	
86.669922	
86.059570	
85.754395	
86.669922	
86.975098	
86.364746	
86.364746	
86.364746	
86.059570	
86.059570	
86.364746	
86.669922	
86.975098	
86.059570	
86.669922	
86.364746	
86.669922	
86.364746	
86.669922	
85.754395	
86.364746	
86.059570	
86.975098	
86.669922	
86.975098	
86.669922	
86.975098	
86.364746	
86.669922	
86.975098	
86.975098	
86.364746	
86.975098	
86.364746	
86.364746	
86.669922	
86.975098	
86.364746	
86.975098	
86.364746	
86.669922	
86.059570	
86.669922	
86.669922	
86.669922	
86.364746	
86.364746	
86.364746	
86.975098	
86.364746	
86.364746	
86.059570	
86.364746	
86.669922	
86.975098	
86.059570	
86.975098	
86.975098	
87.890625	
86.669922	
87.280273	
86.669922	
86.975098	
86.364746	
86.669922	
86.975098	
86.669922	
86.669922	
86.975098	
85.754395	
86.669922	
86.669922	
87.280273	
86.669922	
86.975098	
86.364746	
86.975098	
86.669922	
87.585449	
86.669922	
86.669922	
86.975098	
86.975098	
86.975098	
87.280273	
86.975098	
86.975098	
86.669922	
86.669922	
86.669922	
87.280273	
86.059570	
86.669922	
86.669922	
86.364746	
86.364746	
86.669922	
86.669922	
86.364746	
85.754395	
86.364746	
86.059570	
86.669922	
86.364746	
86.059570	
85.754395	
85.449219	
86.059570	
86.059570	
85.754395	
85.754395	
85.754395	
85.754395	
85.754395	
85.754395	
85.754395	
86.669922	
86.059570	
86.059570	
86.059570	
85.449219	
84.838867	
86.364746	
85.449219	
85.144043	
85.754395	
85.449219	
86.059570	
84.838867	
85.144043	
86.364746	
84.838867	
85.144043	
86.364746	
86.669922	
85.754395	
85.449219	
86.059570	
86.669922	
85.754395	
86.059570	
85.449219	
86.669922	
85.449219	
86.059570	
86.059570	
88.806152	
85.754395	
83.312988	
85.754395	
85.754395	
86.364746	
85.449219	
86.059570	
85.144043	
85.449219	
84.838867	
86.669922	
87.585449	
86.975098	
84.228516	
85.449219	
85.449219	
86.059570	
86.669922	
86.364746	
85.754395	
85.754395	
86.364746	
86.669922	
86.669922	
86.364746	
86.364746	
86.059570	
86.059570	
86.364746	
86.364746	
86.059570	
86.059570	
85.449219	
86.059570	
85.754395	
86.669922	
86.059570	
86.059570	
86.364746	
85.754395	
86.364746	
86.975098	
85.754395	
86.669922	
85.449219	
86.364746	
85.144043	
86.669922	
85.144043	
86.059570	
86.975098	
86.669922	
86.975098	
86.669922	
85.144043	
86.364746	
84.228516	
86.669922	
86.669922	
86.364746	
86.669922	
86.059570	
86.059570	
86.669922	
85.144043	
87.280273	
86.364746	
86.669922	
86.364746	
86.059570	
85.754395	
86.364746	
84.228516	
86.975098	
88.806152	
86.059570	
85.754395	
86.975098	
86.975098	
86.669922	
86.059570	
86.364746	
85.754395	
86.059570	
85.754395	
86.364746	
86.364746	
86.364746	
85.754395	
86.669922	
86.669922	
86.975098	
86.059570	
86.975098	
86.059570	
87.280273	
86.364746	
87.280273	
86.059570	
86.669922	
86.059570	
86.059570	
86.364746	
87.280273	
86.059570	
86.669922	
86.059570	
85.449219	
86.364746	
86.364746	
86.364746	
88.195801	
86.669922	
84.838867	
86.364746	
86.059570	
86.059570	
89.111328	
86.364746	
83.923340	
85.754395	
90.637207	
87.280273	
86.975098	
85.754395	
89.111328	
86.364746	
86.669922	
86.364746	
93.688965	
86.669922	
76.599121	
85.754395	
90.637207	
86.059570	
86.669922	
86.059570	
86.364746	
86.059570	
86.364746	
86.669922	
86.669922	
85.449219	
86.975098	
85.449219	
86.364746	
86.059570	
86.364746	
86.059570	
86.364746	
86.059570	
86.364746	
86.059570	
86.364746	
86.364746	
86.059570	
86.364746	
86.364746	
85.754395	
86.059570	
86.059570	
86.364746	
84.838867	
85.754395	
86.059570	
86.364746	
86.059570	
85.449219	
85.144043	
86.364746	
85.449219	
86.364746	
86.364746	
86.364746	
85.449219	
85.754395	
86.059570	
86.059570	
86.059570	
86.059570	
86.364746	
86.059570	
86.059570	
86.364746	
85.449219	
85.754395	
85.449219	
85.754395	
85.754395	
86.059570	
86.059570	
86.669922	
85.144043	
85.754395	
85.449219	
86.059570	
85.754395	
85.754395	
85.754395	
86.059570	
86.059570	
86.059570	
86.059570	
86.059570	
85.754395	
85.754395	
85.144043	
86.059570	
85.754395	
85.754395	
85.449219	
85.754395	
86.364746	
86.059570	
86.059570	
85.754395	
85.449219	
85.449219	
85.449219	
86.059570	
85.754395	
86.059570	
85.449219	
85.754395	
85.754395	
86.059570	
85.449219	
85.754395	
84.838867	
85.449219	
85.754395	
85.754395	
86.059570	
85.754395	
85.754395	
86.059570	
85.449219	
85.449219	
85.144043	
85.754395	
85.449219	
86.059570	
85.754395	
86.059570	
85.754395	
86.059570	
85.754395	
85.754395	
85.144043	
85.754395	
86.364746	
86.364746	
85.449219	
86.059570	
86.364746	
86.975098	
86.059570	
86.364746	
86.669922	
86.364746	
86.059570	
86.059570	
86.364746	
86.669922	
85.449219	
86.364746	
85.449219	
86.975098	
86.364746	
86.975098	
87.585449	
86.975098	
86.975098	
86.975098	
88.195801	
87.585449	
87.280273	
86.975098	
84.533691	
86.975098	
87.585449	
87.890625	
84.533691	
86.669922	
83.312988	
86.669922	
89.721680	
87.280273	
91.857910	
87.280273	
92.163086	
86.975098	
86.364746	
86.669922	
86.669922	
86.669922	
86.059570	
86.364746	
86.364746	
87.280273	
86.059570	
86.669922	
86.364746	
86.364746	
86.364746	
86.669922	
86.059570	
87.280273	
85.754395	
86.669922	
85.754395	
86.669922	
86.669922	
86.975098	
85.754395	
86.364746	
85.754395	
86.059570	
86.059570	
85.754395	
86.059570	
87.585449	
85.754395	
87.890625	
86.669922	
88.500977	
85.754395	
85.754395	
86.059570	
88.806152	
86.364746	
85.144043	
86.364746	
87.280273	
86.059570	
84.838867	
85.449219	
84.533691	
86.669922	
85.754395	
86.364746	
86.364746	
86.059570	
84.228516	
85.754395	
83.618164	
85.754395	
90.637207	
85.754395	
81.176758	
86.364746	
86.364746	
85.144043	
85.754395	
85.754395	
86.975098	
86.059570	
86.669922	
86.364746	
86.364746	
86.669922	
86.669922	
86.669922	
86.059570	
85.449219	
86.975098	
86.059570	
86.975098	
85.754395	
85.754395	
85.449219	
86.669922	
86.669922	
86.669922	
86.364746	
86.364746	
85.449219	
86.364746	
86.059570	
86.364746	
86.669922	
86.364746	
85.144043	
86.059570	
85.449219	
86.364746	
86.975098	
86.059570	
86.059570	
86.059570	
84.228516	
86.669922	
84.533691	
86.059570	
86.975098	
86.364746	
83.923340	
86.364746	
86.975098	
86.059570	
83.007813	
86.364746	
89.721680	
86.975098	
81.787109	
86.059570	
87.890625	
86.669922	
92.468262	
86.669922	
86.059570	
86.364746	
86.059570	
86.059570	
85.754395	
86.364746	
86.669922	
86.364746	
86.059570	
85.754395	
86.059570	
86.059570	
86.059570	
86.975098	
86.364746	
86.059570	
85.754395	
86.669922	
86.059570	
85.449219	
86.059570	
86.364746	
86.059570	
86.975098	
86.364746	
85.144043	
86.364746	
86.669922	
85.754395	
87.890625	
86.364746	
89.721680	
86.669922	
85.449219	
86.059570	
86.669922	
86.364746	
86.669922	
86.059570	
86.059570	
86.059570	
86.059570	
86.975098	
86.669922	
86.669922	
86.364746	
85.754395	
86.059570	
86.059570	
86.364746	
86.669922	
86.669922	
86.059570	
86.669922	
86.669922	
86.669922	
86.364746	
86.975098	
85.754395	
86.669922	
86.669922	
87.585449	
86.669922	
87.280273	
86.669922	
87.280273	
86.975098	
87.280273	
86.975098	
86.975098	
85.449219	
86.364746	
86.364746	
86.975098	
86.059570	
86.669922	
86.669922	
86.669922	
86.364746	
87.585449	
86.669922	
86.975098	
86.669922	
86.059570	
86.975098	
87.585449	
86.975098	
86.975098	
86.364746	
86.669922	
86.364746	
86.975098	
86.669922	
86.364746	
85.754395	
86.669922	
86.669922	
87.585449	
86.975098	
86.975098	
85.449219	
86.364746	
86.669922	
86.364746	
86.975098	
86.669922	
86.364746	
86.669922	
86.669922	
87.280273	
86.975098	
86.975098	
86.364746	
86.669922	
86.669922	
86.364746	
86.669922	
86.364746	
86.059570	
87.280273	
86.364746	
87.280273	
86.669922	
87.280273	
86.669922	
86.669922	
86.364746	
87.585449	
87.280273	
87.280273	
86.975098	
86.975098	
86.364746	
87.280273	
87.585449	
86.669922	
86.364746	
86.975098	
86.364746	
87.280273	
86.669922	
86.975098	
86.364746	
87.280273	
86.059570	
86.364746	
85.754395	
86.364746	
86.059570	
86.364746	
85.754395	
86.059570	
86.059570	
86.669922	
86.364746	
86.364746	
86.669922	
86.364746	
85.754395	
86.364746	
86.364746	
86.059570	
85.449219	
86.364746	
85.449219	
86.059570	
85.449219	
85.449219	
86.364746	
85.449219	
85.449219	
86.059570	
86.364746	
86.364746	
85.449219	
86.364746	
86.059570	
86.364746	
85.449219	
85.754395	
86.669922	
85.449219	
85.144043	
86.059570	
85.754395	
86.975098	
84.533691	
85.754395	
88.500977	
86.669922	
87.890625	
86.364746	
85.754395	
86.364746	
85.144043	
86.364746	
87.585449	
86.669922	
85.449219	
86.364746	
84.228516	
86.364746	
89.111328	
86.059570	
85.754395	
85.449219	
85.754395	
86.364746	
85.754395	
86.364746	
86.059570	
86.669922	
86.059570	
86.364746	
86.059570	
86.669922	
85.754395	
85.754395	
85.754395	
86.975098	
86.059570	
87.890625	
86.364746	
87.280273	
86.059570	
86.059570	
86.669922	
86.669922	
86.364746	
85.449219	
86.059570	
86.059570	
86.669922	
86.975098	
85.754395	
85.754395	
85.754395	
87.890625	
87.280273	
86.364746	
86.669922	
85.754395	
86.059570	
85.449219	
86.059570	
88.500977	
86.364746	
86.364746	
86.669922	
87.890625	
86.364746	
86.669922	
86.364746	
87.585449	
86.364746	
86.364746	
85.754395	
85.754395	
86.669922	
86.059570	
86.059570	
86.975098	
86.364746	
86.669922	
86.364746	
86.975098	
86.059570	
86.059570	
84.838867	
86.669922	
86.364746	
86.364746	
86.059570	
86.364746	
86.059570	
86.059570	
86.059570	
86.059570	
86.364746	
86.669922	
86.669922	
86.669922	
86.364746	
86.975098	
86.975098	
86.975098	
86.364746	
86.975098	
86.059570	
86.364746	
85.754395	
86.669922	
86.669922	
86.364746	
86.364746	
86.364746	
85.144043	
86.364746	
88.195801	
87.280273	
86.975098	
86.975098	
85.449219	
86.059570	
84.228516	
86.669922	
87.280273	
86.669922	
82.397461	
86.059570	
89.416504	
86.059570	
85.754395	
86.669922	
84.228516	
86.669922	
86.364746	
86.975098	
83.618164	
86.975098	
91.857910	
86.364746	
90.332031	
86.364746	
86.669922	
86.059570	
85.754395	
86.975098	
86.364746	
86.364746	
86.364746	
86.059570	
86.364746	
86.059570	
85.754395	
86.364746	
86.364746	
86.669922	
86.669922	
86.364746	
86.059570	
86.669922	
85.754395	
86.975098	
86.059570	
85.449219	
85.754395	
86.364746	
86.364746	
86.669922	
86.059570	
86.364746	
85.449219	
86.364746	
85.754395	
85.754395	
86.364746	
85.754395	
85.449219	
86.059570	
85.449219	
86.059570	
86.059570	
86.364746	
86.364746	
85.449219	
85.144043	
86.669922	
85.754395	
86.059570	
85.754395	
86.364746	
86.059570	
86.059570	
86.059570	
86.059570	
85.449219	
86.059570	
86.059570	
85.754395	
86.059570	
85.754395	
85.754395	
85.754395	
85.754395	
86.364746	
85.449219	
86.364746	
85.754395	
86.059570	
85.754395	
85.754395	
85.754395	
86.669922	
85.449219	
85.754395	
84.838867	
85.754395	
85.754395	
86.669922	
86.364746	
86.364746	
85.449219	
86.364746	
86.059570	
86.059570	
85.449219	
85.754395	
86.059570	
85.754395	
85.754395	
86.364746	
85.449219	
85.449219	
84.838867	
85.754395	
85.449219	
86.364746	
85.449219	
85.449219	
85.754395	
85.754395	
85.754395	
86.364746	
85.449219	
86.364746	
85.754395	
86.059570	
84.838867	
86.059570	
85.754395	
86.364746	
85.449219	
85.754395	
85.449219	
85.754395	
85.754395	
86.669922	
86.059570	
86.364746	
86.059570	
86.669922	
86.059570	
86.364746	
85.754395	
86.669922	
86.364746	
86.364746	
86.059570	
86.059570	
85.754395	
86.669922	
86.364746	
86.975098	
86.669922	
87.280273	
86.364746	
86.364746	
86.364746	
89.416504	
86.669922	
87.890625	
86.975098	
86.059570	
86.364746	
85.449219	
86.975098	
88.806152	
86.364746	
88.500977	
86.669922	
87.890625	
87.280273	
83.618164	
85.754395	
83.923340	
86.975098	
82.702637	
86.975098	
86.975098	
86.975098	
86.975098	
86.975098	
86.975098	
86.669922	
86.669922	
86.059570	
87.280273	
86.669922	
86.975098	
86.669922	
86.975098	
86.669922	
87.585449	
86.364746	
86.975098	
86.364746	
86.364746	
86.364746	
86.364746	
86.364746	
86.364746	
85.144043	
86.669922	
87.280273	
86.669922	
86.059570	
87.280273	
86.059570	
86.975098	
85.144043	
86.059570	
87.890625	
86.059570	
85.144043	
86.059570	
86.364746	
86.669922	
88.500977	
86.364746	
85.754395	
86.975098	
83.923340	
86.364746	
86.364746	
85.754395	
85.144043	
86.669922	
85.754395	
86.059570	
84.838867	
86.364746	
84.533691	
86.669922	
81.787109	
86.059570	
89.111328	
86.364746	
79.956055	
86.669922	
86.364746	
85.754395	
86.059570	
86.059570	
86.059570	
86.975098	
86.059570	
86.364746	
85.754395	
85.754395	
85.754395	
86.059570	
86.364746	
85.754395	
86.364746	
87.280273	
85.754395	
86.669922	
86.364746	
86.669922	
86.364746	
86.364746	
86.059570	
87.280273	
86.364746	
86.669922	
85.754395	
85.754395	
86.059570	
86.364746	
85.754395	
85.754395	
86.364746	
86.975098	
86.059570	
85.449219	
85.754395	
87.890625	
86.364746	
85.449219	
86.364746	
86.364746	
85.754395	
84.533691	
85.754395	
86.975098	
86.059570	
84.228516	
85.754395	
84.533691	
85.754395	
82.092285	
85.449219	
86.669922	
86.669922	
91.247559	
86.059570	
93.994141	
85.754395	
82.702637	
86.669922	
86.364746	
85.144043	
85.449219	
85.754395	
85.754395	
85.449219	
86.059570	
86.364746	
86.669922	
85.449219	
86.059570	
86.059570	
86.364746	
86.364746	
85.754395	
85.449219	
86.059570	
86.669922	
86.364746	
86.975098	
86.364746	
86.059570	
86.364746	
88.806152	
86.669922	
85.754395	
86.669922	
84.228516	
86.669922	
86.059570	
86.669922	
87.280273	
86.364746	
86.975098	
86.059570	
86.975098	
86.059570	
86.059570	
86.364746	
86.059570	
86.059570	
86.364746	
86.669922	
86.669922	
86.364746	
86.364746	
86.364746	
85.754395	
87.280273	
86.364746	
85.754395	
86.059570	
86.669922	
86.669922	
86.975098	
86.669922	
86.364746	
86.364746	
86.669922	
86.364746	
86.975098	
86.669922	
86.669922	
86.669922	
86.669922	
86.669922	
86.975098	
86.975098	
86.669922	
86.059570	
86.364746	
86.364746	
86.364746	
86.975098	
86.975098	
86.059570	
86.975098	
86.669922	
86.669922	
86.364746	
87.280273	
86.669922	
86.669922	
85.754395	
86.669922	
86.669922	
86.975098	
86.364746	
86.669922	
86.669922	
86.364746	
86.975098	
87.585449	
86.669922	
86.669922	
86.364746	
86.975098	
86.364746	
87.280273	
86.364746	
86.669922	
86.364746	
86.669922	
86.669922	
87.280273	
86.669922	
87.280273	
86.669922	
86.975098	
86.364746	
86.975098	
86.669922	
86.975098	
86.669922	
86.669922	
86.364746	
86.975098	
86.669922	
86.975098	
86.975098	
87.280273	
86.975098	
87.280273	
87.280273	
87.585449	
86.364746	
86.975098	
86.669922	
86.975098	
86.975098	
86.975098	
86.669922	
86.669922	
86.059570	
86.669922	
86.364746	
86.975098	
86.364746	
86.669922	
86.669922	
86.364746	
86.364746	
86.364746	
86.059570	
86.669922	
85.754395	
86.364746	
86.364746	
85.754395	
85.754395	
86.364746	
86.059570	
86.669922	
86.669922	
86.669922	
86.364746	
86.364746	
85.754395	
86.364746	
86.364746	
86.059570	
86.059570	
85.754395	
85.144043	
85.754395	
85.754395	
86.669922	
85.449219	
85.449219	
85.449219	
86.669922	
85.754395	
85.449219	
85.144043	
86.364746	
85.449219	
86.364746	
86.059570	
86.669922	
85.449219	
86.975098	
86.364746	
85.449219	
85.449219	
85.449219	
85.754395	
88.500977	
85.754395	
83.618164	
85.449219	
86.364746	
86.059570	
87.280273	
85.754395	
85.144043	
86.059570	
86.059570	
86.059570	
88.806152	
85.754395	
87.890625	
85.449219	
83.923340	
86.669922	
85.449219	
85.754395	
85.754395	
86.364746	
86.669922	
86.059570	
86.669922	
86.669922	
86.975098	
86.059570	
86.059570	
85.754395	
86.669922	
86.975098	
86.364746	
86.364746	
86.364746	
86.059570	
86.059570	
85.754395	
86.975098	
86.364746	
86.669922	
86.364746	
86.364746	
86.669922	
86.059570	
86.669922	
86.364746	
86.975098	
86.975098	
87.890625	
86.669922	
85.754395	
86.669922	
85.754395	
86.975098	
86.059570	
86.364746	
87.890625	
86.669922	
87.280273	
86.975098	
85.449219	
86.669922	
85.449219	
86.975098	
86.059570	
86.364746	
85.449219	
86.364746	
85.449219	
86.364746	
86.975098	
86.669922	
84.838867	
86.669922	
86.059570	
86.669922	
86.669922	
86.364746	
86.364746	
86.059570	
86.059570	
86.975098	
86.669922	
86.975098	
86.059570	
87.280273	
86.364746	
86.059570	
86.364746	
86.669922	
85.449219	
86.059570	
85.754395	
85.754395	
85.754395	
87.280273	
86.059570	
86.669922	
86.364746	
86.669922	
86.364746	
86.364746	
86.364746	
86.669922	
86.059570	
86.669922	
86.669922	
84.838867	
85.754395	
85.449219	
86.364746	
84.838867	
86.364746	
86.669922	
86.059570	
86.059570	
85.754395	
84.838867	
85.754395	
89.111328	
86.364746	
89.111328	
86.059570	
89.111328	
86.364746	
84.533691	
86.364746	
83.007813	
86.059570	
82.702637	
85.754395	
83.923340	
86.059570	
92.773438	
85.754395	
85.449219	
85.144043	
86.669922	
86.059570	
86.975098	
86.059570	
86.059570	
86.059570	
86.364746	
86.364746	
86.669922	
86.059570	
86.364746	
86.364746	
86.669922	
85.449219	
86.059570	
86.364746	
86.364746	
85.754395	
86.975098	
86.364746	
86.669922	
86.059570	
86.669922	
86.364746	
86.059570	
86.364746	
86.669922	
86.059570	
85.754395	
85.144043	
86.059570	
86.364746	
86.364746	
86.059570	
86.364746	
85.144043	
86.364746	
85.754395	
86.669922	
86.669922	
85.754395	
85.449219	
85.449219	
85.144043	
85.144043	
84.533691	
86.059570	
85.144043	
86.059570	
86.059570	
86.364746	
86.364746	
86.669922	
86.059570	
86.059570	
86.059570	
86.059570	
85.754395	
86.364746	
86.059570	
86.364746	
86.669922	
86.669922	
86.059570	
86.669922	
86.059570	
86.364746	
85.754395	
86.669922	
85.754395	
86.364746	
86.059570	
86.059570	
85.144043	
86.364746	
85.449219	
85.449219	
85.449219	
86.059570	
85.144043	
85.754395	
85.754395	
85.754395	
85.449219	
85.449219	
84.838867	
85.449219	
85.754395	
86.059570	
85.144043	
85.144043	
85.449219	
85.449219	
86.059570	
86.364746	
85.449219	
85.449219	
84.838867	
86.059570	
85.754395	
85.754395	
85.449219	
86.364746	
85.449219	
86.669922	
86.364746	
86.059570	
85.449219	
86.059570	
85.449219	
86.669922	
85.754395	
86.059570	
85.754395	
86.059570	
85.144043	
